Status,Title,URL,LocalFile,FileType,Size,LastModified,DownloadResult,Level,Referrer
"Saved","","http://java.sun.com/im/leaf-root.png","../java.sun.com\im\leaf-root.png","Images","994","Fri, 12 Jan 2007 03:00:42 GMT","200 OK","4","http://java.sun.com/css/advanced.css"
"Saved","","http://java.sun.com/im/leaf.png","../java.sun.com\im\leaf.png","Images","1142","Fri, 12 Jan 2007 03:00:42 GMT","200 OK","4","http://java.sun.com/css/advanced.css"
"Saved","","http://java.sun.com/im/leaf-last.png","../java.sun.com\im\leaf-last.png","Images","975","Fri, 12 Jan 2007 03:00:41 GMT","200 OK","4","http://java.sun.com/css/advanced.css"
"Saved","","http://java.sun.com/im/minus-root.png","../java.sun.com\im\minus-root.png","Images","992","Fri, 12 Jan 2007 03:00:47 GMT","200 OK","4","http://java.sun.com/css/advanced.css"
"Saved","","http://java.sun.com/im/minus.png","../java.sun.com\im\minus.png","Images","1138","Fri, 12 Jan 2007 03:00:48 GMT","200 OK","4","http://java.sun.com/css/advanced.css"
"Saved","","http://java.sun.com/im/minus-last.png","../java.sun.com\im\minus-last.png","Images","983","Fri, 12 Jan 2007 03:00:47 GMT","200 OK","4","http://java.sun.com/css/advanced.css"
"Saved","","http://java.sun.com/im/plus-root.png","../java.sun.com\im\plus-root.png","Images","983","Fri, 12 Jan 2007 03:00:51 GMT","200 OK","4","http://java.sun.com/css/advanced.css"
"Saved","","http://java.sun.com/im/plus.png","../java.sun.com\im\plus.png","Images","1140","Fri, 12 Jan 2007 03:00:51 GMT","200 OK","4","http://java.sun.com/css/advanced.css"
"Saved","","http://java.sun.com/im/plus-last.png","../java.sun.com\im\plus-last.png","Images","973","Fri, 12 Jan 2007 03:00:51 GMT","200 OK","4","http://java.sun.com/css/advanced.css"
"Saved","","http://java.sun.com/im/tbadge_title.gif","../java.sun.com\im\tbadge_title.gif","Images","1050","Fri, 12 Jan 2007 03:00:55 GMT","200 OK","4","http://java.sun.com/css/advanced.css"
"Saved","","http://java.sun.com/im/bg_white_to_grey.gif","../java.sun.com\im\bg_white_to_grey.gif","Images","569","Fri, 12 Jan 2007 03:00:13 GMT","200 OK","4","http://java.sun.com/css/advanced.css"
"Saved","","http://java.sun.com/im/k2v0_poppin_top.png","../java.sun.com\im\k2v0_poppin_top.png","Images","3008","Fri, 12 Jan 2007 03:00:36 GMT","200 OK","4","http://java.sun.com/css/advanced.css"
"Saved","","http://java.sun.com/im/k2v0_poppin_btm.png","../java.sun.com\im\k2v0_poppin_btm.png","Images","3213","Fri, 12 Jan 2007 03:00:35 GMT","200 OK","4","http://java.sun.com/css/advanced.css"
"Saved","","http://java.sun.com/im/k2v0_poppin_bg.png","../java.sun.com\im\k2v0_poppin_bg.png","Images","5280","Fri, 12 Jan 2007 03:00:34 GMT","200 OK","4","http://java.sun.com/css/advanced.css"
"Saved","","http://java.sun.com/im/k2v1_poppin_mid.png","../java.sun.com\im\k2v1_poppin_mid.png","Images","2881","Fri, 12 Jan 2007 03:00:37 GMT","200 OK","4","http://java.sun.com/css/advanced.css"
"Saved","","http://java.sun.com/im/k2v2_poppin_mid.png","../java.sun.com\im\k2v2_poppin_mid.png","Images","2881","Fri, 12 Jan 2007 03:00:38 GMT","200 OK","4","http://java.sun.com/css/advanced.css"
"Saved","","http://java.sun.com/im/k2v1_poppin_tb.png","../java.sun.com\im\k2v1_poppin_tb.png","Images","4068","Fri, 12 Jan 2007 03:00:38 GMT","200 OK","4","http://java.sun.com/css/advanced.css"
"Saved","","http://java.sun.com/im/k2v2_poppin_tb.png","../java.sun.com\im\k2v2_poppin_tb.png","Images","4126","Fri, 12 Jan 2007 03:00:39 GMT","200 OK","4","http://java.sun.com/css/advanced.css"
"Saved","","http://java.sun.com/im/k2v4_poppin_mid.png","../java.sun.com\im\k2v4_poppin_mid.png","Images","2871","Fri, 12 Jan 2007 03:00:40 GMT","200 OK","4","http://java.sun.com/css/advanced.css"
"Saved","","http://java.sun.com/im/k2v4_poppin_tb.png","../java.sun.com\im\k2v4_poppin_tb.png","Images","4536","Fri, 12 Jan 2007 03:00:40 GMT","200 OK","4","http://java.sun.com/css/advanced.css"
"Saved","","http://java.sun.com/im/k2v0_poppin_top.gif","../java.sun.com\im\k2v0_poppin_top.gif","Images","159","Fri, 12 Jan 2007 03:00:35 GMT","200 OK","4","http://java.sun.com/css/advanced.css"
"Saved","","http://java.sun.com/im/k2v0_poppin_btm.gif","../java.sun.com\im\k2v0_poppin_btm.gif","Images","201","Fri, 12 Jan 2007 03:00:35 GMT","200 OK","4","http://java.sun.com/css/advanced.css"
"Saved","","http://java.sun.com/im/k2v0_poppin_bg.gif","../java.sun.com\im\k2v0_poppin_bg.gif","Images","2388","Fri, 12 Jan 2007 03:00:34 GMT","200 OK","4","http://java.sun.com/css/advanced.css"
"Saved","","http://java.sun.com/im/k2v1_poppin_mid.gif","../java.sun.com\im\k2v1_poppin_mid.gif","Images","91","Fri, 12 Jan 2007 03:00:36 GMT","200 OK","4","http://java.sun.com/css/advanced.css"
"Saved","","http://java.sun.com/im/k2v2_poppin_mid.gif","../java.sun.com\im\k2v2_poppin_mid.gif","Images","91","Fri, 12 Jan 2007 03:00:38 GMT","200 OK","4","http://java.sun.com/css/advanced.css"
"Saved","","http://java.sun.com/im/k2v1_poppin_tb.gif","../java.sun.com\im\k2v1_poppin_tb.gif","Images","266","Fri, 12 Jan 2007 03:00:37 GMT","200 OK","4","http://java.sun.com/css/advanced.css"
"Saved","","http://java.sun.com/im/k2v2_poppin_tb.gif","../java.sun.com\im\k2v2_poppin_tb.gif","Images","266","Fri, 12 Jan 2007 03:00:39 GMT","200 OK","4","http://java.sun.com/css/advanced.css"
"Saved","","http://java.sun.com/im/k2v4_poppin_mid.gif","../java.sun.com\im\k2v4_poppin_mid.gif","Images","110","Fri, 12 Jan 2007 03:00:39 GMT","200 OK","4","http://java.sun.com/css/advanced.css"
"Saved","","http://java.sun.com/im/k2v4_poppin_tb.gif","../java.sun.com\im\k2v4_poppin_tb.gif","Images","359","Fri, 12 Jan 2007 03:00:40 GMT","200 OK","4","http://java.sun.com/css/advanced.css"
"Saved","","http://java.sun.com/im/dimout.png","../java.sun.com\im\dimout.png","Images","302","Fri, 12 Jan 2007 03:00:17 GMT","200 OK","4","http://java.sun.com/css/advanced.css"
"Saved","","http://java.sun.com/im/k4v0bg.gif","../java.sun.com\im\k4v0bg.gif","Images","740","Fri, 12 Jan 2007 03:00:41 GMT","200 OK","4","http://java.sun.com/css/advanced.css"
"Saved","","http://java.sun.com/im/k4v1bg.gif","../java.sun.com\im\k4v1bg.gif","Images","1062","Fri, 12 Jan 2007 03:00:41 GMT","200 OK","4","http://java.sun.com/css/advanced.css"
"Saved","","http://java.sun.com/im/dimout.gif","../java.sun.com\im\dimout.gif","Images","286","Fri, 12 Jan 2007 03:00:17 GMT","200 OK","4","http://java.sun.com/css/advanced.css"
"Saved","","http://java.sun.com/im/ic_permalink.gif","../java.sun.com\im\ic_permalink.gif","Images","71","Fri, 12 Jan 2007 03:00:30 GMT","200 OK","4","http://java.sun.com/css/advanced.css"
"Saved","","http://java.sun.com/im/ic_open_win.gif","../java.sun.com\im\ic_open_win.gif","Images","103","Fri, 12 Jan 2007 03:00:29 GMT","200 OK","4","http://java.sun.com/css/advanced.css"
"Saved","","http://java.sun.com/im/TL_aab6c6_5482a3.gif","../java.sun.com\im\TL_aab6c6_5482a3.gif","Images","68","Fri, 12 Jan 2007 02:59:46 GMT","200 OK","4","http://java.sun.com/css/advanced.css"
"Saved","","http://java.sun.com/im/TR_aab6c6_5482a3.gif","../java.sun.com\im\TR_aab6c6_5482a3.gif","Images","68","Fri, 12 Jan 2007 02:59:47 GMT","200 OK","4","http://java.sun.com/css/advanced.css"
"Saved","","http://java.sun.com/im/BL_aab6c6_5482a3.gif","../java.sun.com\im\BL_aab6c6_5482a3.gif","Images","68","Fri, 12 Jan 2007 02:59:40 GMT","200 OK","4","http://java.sun.com/css/advanced.css"
"Saved","","http://java.sun.com/im/BR_aab6c6_5482a3.gif","../java.sun.com\im\BR_aab6c6_5482a3.gif","Images","68","Fri, 12 Jan 2007 02:59:44 GMT","200 OK","4","http://java.sun.com/css/advanced.css"
"Saved","","http://java.sun.com/im/pc4_popin_icon.png","../java.sun.com\im\pc4_popin_icon.png","Images","423","Fri, 12 Jan 2007 03:00:50 GMT","200 OK","4","http://java.sun.com/css/advanced.css"
"Saved","","http://java.sun.com/im/pc4_popin_icon.gif","../java.sun.com\im\pc4_popin_icon.gif","Images","249","Fri, 12 Jan 2007 03:00:50 GMT","200 OK","4","http://java.sun.com/css/advanced.css"
